Date	Time	SubjectID	BuildTestID	EPrimeTemplateID	ExperimentNameShort	PatternNumber	RunInPeriod	PatternChoiceOrder	ThePattern	PatternLength	RT	CRESP	IncorrRT	IncorrResp	CurPatternElementNum	CurTargetKey	TotalElementNum	SequenceNum	TimeOnSequence	OptionA	OptionB	OptionC	OptionD	StimVersion	Volume	PresOrder
4/4/2023	1:23:35 PM	KRD	42	34	Antelopes	2	False	ABCD	23	2	480	resources//stimuli//Antelopes//square.bmp	0	NA	1	B	11	6	10047	resources//stimuli//Antelopes//triangle.bmp	resources//stimuli//Antelopes//circle.bmp	resources//stimuli//Antelopes//square.bmp	resources//stimuli//Antelopes//star.bmp	StandardReadMap	-1000	1324
4/4/2023	1:23:36 PM	KRD	42	34	Antelopes	2	False	ABCD	23	2	530	resources//stimuli//Antelopes//circle.bmp	0	NA	2	C	12	6	10918	resources//stimuli//Antelopes//circle.bmp	resources//stimuli//Antelopes//square.bmp	resources//stimuli//Antelopes//star.bmp	resources//stimuli//Antelopes//triangle.bmp	StandardReadMap	-1000	3241
4/4/2023	1:23:36 PM	KRD	42	34	Antelopes	2	False	ABCD	23	2	414	resources//stimuli//Antelopes//square.bmp	0	NA	1	B	13	7	11749	resources//stimuli//Antelopes//triangle.bmp	resources//stimuli//Antelopes//circle.bmp	resources//stimuli//Antelopes//square.bmp	resources//stimuli//Antelopes//star.bmp	StandardReadMap	-1000	1324
4/4/2023	1:23:37 PM	KRD	42	34	Antelopes	2	False	ABCD	23	2	596	resources//stimuli//Antelopes//circle.bmp	0	NA	2	C	14	7	12659	resources//stimuli//Antelopes//circle.bmp	resources//stimuli//Antelopes//square.bmp	resources//stimuli//Antelopes//star.bmp	resources//stimuli//Antelopes//triangle.bmp	StandardReadMap	-1000	3241
4/4/2023	1:23:38 PM	KRD	42	34	Antelopes	2	False	ABCD	23	2	530	resources//stimuli//Antelopes//square.bmp	0	NA	1	B	15	8	13511	resources//stimuli//Antelopes//triangle.bmp	resources//stimuli//Antelopes//circle.bmp	resources//stimuli//Antelopes//square.bmp	resources//stimuli//Antelopes//star.bmp	StandardReadMap	-1000	1324
4/4/2023	1:23:39 PM	KRD	42	34	Antelopes	2	False	ABCD	23	2	647	resources//stimuli//Antelopes//circle.bmp	0	NA	2	C	16	8	14443	resources//stimuli//Antelopes//circle.bmp	resources//stimuli//Antelopes//square.bmp	resources//stimuli//Antelopes//star.bmp	resources//stimuli//Antelopes//triangle.bmp	StandardReadMap	-1000	3241
4/4/2023	1:23:40 PM	KRD	42	34	Antelopes	2	False	ABCD	23	2	464	resources//stimuli//Antelopes//square.bmp	0	NA	1	B	17	9	15242	resources//stimuli//Antelopes//star.bmp	resources//stimuli//Antelopes//triangle.bmp	resources//stimuli//Antelopes//circle.bmp	resources//stimuli//Antelopes//square.bmp	StandardReadMap	-1000	4132
4/4/2023	1:23:41 PM	KRD	42	34	Antelopes	2	False	ABCD	23	2	614	resources//stimuli//Antelopes//circle.bmp	0	NA	2	C	18	9	16207	resources//stimuli//Antelopes//circle.bmp	resources//stimuli//Antelopes//square.bmp	resources//stimuli//Antelopes//star.bmp	resources//stimuli//Antelopes//triangle.bmp	StandardReadMap	-1000	3241
4/4/2023	1:23:42 PM	KRD	42	34	Antelopes	2	False	ABCD	23	2	480	resources//stimuli//Antelopes//square.bmp	0	NA	1	B	19	10	17037	resources//stimuli//Antelopes//star.bmp	resources//stimuli//Antelopes//triangle.bmp	resources//stimuli//Antelopes//circle.bmp	resources//stimuli//Antelopes//square.bmp	StandardReadMap	-1000	4132
4/4/2023	1:23:43 PM	KRD	42	34	Antelopes	2	False	ABCD	23	2	1063	resources//stimuli//Antelopes//circle.bmp	0	NA	2	C	20	10	18419	resources//stimuli//Antelopes//triangle.bmp	resources//stimuli//Antelopes//circle.bmp	resources//stimuli//Antelopes//square.bmp	resources//stimuli//Antelopes//star.bmp	StandardReadMap	-1000	1324
4/4/2023	1:23:44 PM	KRD	42	34	Antelopes	2	False	ABCD	23	2	780	resources//stimuli//Antelopes//square.bmp	0	NA	1	B	21	11	19533	resources//stimuli//Antelopes//square.bmp	resources//stimuli//Antelopes//triangle.bmp	resources//stimuli//Antelopes//circle.bmp	resources//stimuli//Antelopes//star.bmp	StandardReadMap	-1000	2134
4/4/2023	1:23:45 PM	KRD	42	34	Antelopes	2	False	ABCD	23	2	780	resources//stimuli//Antelopes//circle.bmp	0	NA	2	C	22	11	20001	resources//stimuli//Antelopes//star.bmp	resources//stimuli//Antelopes//circle.bmp	resources//stimuli//Antelopes//square.bmp	resources//stimuli//Antelopes//triangle.bmp	StandardReadMap	-1000	4321
4/4/2023	1:23:51 PM	KRD	42	34	Antelopes	3	True	ABCD	2	1	1113	resources//stimuli//Antelopes//square.bmp	0	NA	1	B	1	1	1311	resources//stimuli//Antelopes//triangle.bmp	resources//stimuli//Antelopes//square.bmp	resources//stimuli//Antelopes//star.bmp	resources//stimuli//Antelopes//circle.bmp	StandardReadMap	-1000	1243
4/4/2023	1:23:52 PM	KRD	42	34	Antelopes	3	True	ABCD	2	1	531	resources//stimuli//Antelopes//square.bmp	0	NA	1	B	2	2	2178	resources//stimuli//Antelopes//star.bmp	resources//stimuli//Antelopes//circle.bmp	resources//stimuli//Antelopes//square.bmp	resources//stimuli//Antelopes//triangle.bmp	StandardReadMap	-1000	4321
4/4/2023	1:23:52 PM	KRD	42	34	Antelopes	3	True	ABCD	2	1	397	resources//stimuli//Antelopes//square.bmp	0	NA	1	B	3	3	2905	resources//stimuli//Antelopes//triangle.bmp	resources//stimuli//Antelopes//star.bmp	resources//stimuli//Antelopes//circle.bmp	resources//stimuli//Antelopes//square.bmp	StandardReadMap	-1000	1432
4/4/2023	1:23:58 PM	KRD	42	34	Antelopes	3	False	ABCD	2	1	580	resources//stimuli//Antelopes//square.bmp	0	NA	1	B	1	1	773	resources//stimuli//Antelopes//circle.bmp	resources//stimuli//Antelopes//square.bmp	resources//stimuli//Antelopes//triangle.bmp	resources//stimuli//Antelopes//star.bmp	StandardReadMap	-1000	3214
4/4/2023	1:23:58 PM	KRD	42	34	Antelopes	3	False	ABCD	2	1	379	resources//stimuli//Antelopes//square.bmp	0	NA	1	B	2	2	1466	resources//stimuli//Antelopes//circle.bmp	resources//stimuli//Antelopes//triangle.bmp	resources//stimuli//Antelopes//star.bmp	resources//stimuli//Antelopes//square.bmp	StandardReadMap	-1000	3142
4/4/2023	1:23:59 PM	KRD	42	34	Antelopes	3	False	ABCD	2	1	513	resources//stimuli//Antelopes//square.bmp	0	NA	1	B	3	3	2301	resources//stimuli//Antelopes//square.bmp	resources//stimuli//Antelopes//circle.bmp	resources//stimuli//Antelopes//triangle.bmp	resources//stimuli//Antelopes//star.bmp	StandardReadMap	-1000	2314
4/4/2023	1:24:00 PM	KRD	42	34	Antelopes	3	False	ABCD	2	1	397	resources//stimuli//Antelopes//square.bmp	0	NA	1	B	4	4	2997	resources//stimuli//Antelopes//circle.bmp	resources//stimuli//Antelopes//triangle.bmp	resources//stimuli//Antelopes//star.bmp	resources//stimuli//Antelopes//square.bmp	StandardReadMap	-1000	3142
4/4/2023	1:24:01 PM	KRD	42	34	Antelopes	3	False	ABCD	2	1	415	resources//stimuli//Antelopes//square.bmp	0	NA	1	B	5	5	3784	resources//stimuli//Antelopes//circle.bmp	resources//stimuli//Antelopes//star.bmp	resources//stimuli//Antelopes//square.bmp	resources//stimuli//Antelopes//triangle.bmp	StandardReadMap	-1000	3421
4/4/2023	1:24:02 PM	KRD	42	34	Antelopes	3	False	ABCD	2	1	398	resources//stimuli//Antelopes//square.bmp	0	NA	1	B	6	6	4530	resources//stimuli//Antelopes//triangle.bmp	resources//stimuli//Antelopes//circle.bmp	resources//stimuli//Antelopes//star.bmp	resources//stimuli//Antelopes//square.bmp	StandardReadMap	-1000	1342
4/4/2023	1:24:02 PM	KRD	42	34	Antelopes	3	False	ABCD	2	1	413	resources//stimuli//Antelopes//square.bmp	0	NA	1	B	7	7	5246	resources//stimuli//Antelopes//triangle.bmp	resources//stimuli//Antelopes//circle.bmp	resources//stimuli//Antelopes//square.bmp	resources//stimuli//Antelopes//star.bmp	StandardReadMap	-1000	1324
4/4/2023	1:24:03 PM	KRD	42	34	Antelopes	3	False	ABCD	2	1	446	resources//stimuli//Antelopes//square.bmp	0	NA	1	B	8	8	5990	resources//stimuli//Antelopes//star.bmp	resources//stimuli//Antelopes//triangle.bmp	resources//stimuli//Antelopes//circle.bmp	resources//stimuli//Antelopes//square.bmp	StandardReadMap	-1000	4132
